"FYear","QuarterID","Seq_Quarter","SAMPLE_ID","Mean_Sample_Weight","Sample_Weight","MeanXSample"
1961,19611,19,58880,2.9388608323464,517.239506492967,1520.09492657436
1961,19611,19,58882,2.65315900473892,469.609143838788,1245.94772868361
1961,19611,19,58883,2.66001597236227,497.422986831744,1323.15308999259
1961,19611,19,58884,2.5427015491766,762.81046475298,1939.59935045552
1961,19611,19,58885,2.43708442505471,584.900262013131,1425.45131876262
1961,19611,19,58886,2.09472065477012,454.554382085116,952.164452869962
1961,19611,19,58887,1.81047074594662,979.464673557119,1773.29213816332
1961,19611,19,58888,2.52774960323351,573.799159934006,1450.4205988589
1961,19611,19,58890,2.84735862053935,597.945310313263,1702.56473393154
1961,19611,19,58891,2.64269785124498,969.870111406909,2563.07365940177
1961,19611,19,58893,3.00117214307872,1071.4184550791,3215.51122096384
1961,19611,19,58898,2.38316986618892,810.277754504233,1931.02952777771
1961,19612,20,58914,2.87810138950215,733.915854323048,2112.28424010482
1961,19612,20,58915,3.06680735585161,1211.38890556139,3715.09640637269
1961,19612,20,58917,2.23452915331681,753.036324667764,1682.68162097666
1961,19612,20,58919,2.74058377191505,1052.38416841538,2884.14697377951
1961,19612,20,58920,2.91244779685996,1194.10359671258,3477.76438946812
1961,19612,20,58921,2.09130948198444,1102.1200970058,2304.87420915385
1961,19612,20,58923,2.77561347103319,824.357200896858,2288.09695175254
1961,19612,20,58925,2.92143005574495,403.157347692804,1177.79599274418
1961,19613,21,58928,2.11253448878562,752.062278007679,1588.7575000059
1961,19613,21,58929,2.30716594319233,316.081734217349,729.253012451437
1961,19613,21,58930,2.39706676108332,366.751214445747,879.12714573484
1961,19613,21,58931,3.28254065776205,676.203375498982,2219.66507299135
1961,19613,21,58932,2.20946556758268,408.751130002795,903.121547451686
1961,19613,21,58933,2.1478867706312,629.330823794941,1351.73135077959
1961,19614,22,58934,2.94186853755327,1029.65398814365,3029.10667228604
1961,19614,22,58935,2.88914513292745,1002.53336112582,2896.46438089407
1961,19614,22,58936,2.58289539594462,705.130443092881,1821.27817500499
1961,19614,22,58938,2.2698762151235,1364.19560528922,3096.55515722202
1961,19614,22,58939,2.82621746393985,655.682451634045,1853.10119560703
1961,19614,22,58941,2.35197022510268,792.613965859602,1864.20444770233
1961,19614,22,58942,2.78974566263772,705.805652647343,1969.01825813811
1961,19614,22,58944,3.12846561384853,982.338202748438,3073.21128846825
1961,19614,22,58945,3.21245755471315,899.488115319682,2889.56739143341
1961,19614,22,58946,2.80815990226267,342.595508076046,962.062968474457
1961,19614,22,58947,3.22212279174264,364.099875466918,1173.17450721261
1961,19614,22,58949,2.96690494176008,839.634098518101,2491.11455616362
1961,19614,22,58950,1.65593541203112,266.60560133701,441.481656299806
1961,19614,22,58951,3.08866404212019,908.067228383334,2804.71459613534
1961,19614,22,58954,2.87952087797682,765.952553541835,2205.57636946337
1961,19614,22,58955,2.95411954298198,1187.55605627876,3508.18255423969
1961,19614,22,58956,2.56386421960898,881.96929154549,2261.24950938737
1962,19621,23,58961,2.70568168554756,570.898835650535,1544.67052392008
1962,19621,23,58964,3.08950873540935,670.423395583829,2071.27893707904
1962,19621,23,58966,2.95130780516302,1106.74042693613,3266.33166030607
1962,19621,23,58967,2.60791446565612,299.910163550453,782.14005392052
1962,19621,23,58977,2.45300000733963,944.405002825756,2316.62547886316
1962,19621,23,260019,2.90619766414306,601.582916477614,1748.31886665561
1962,19622,24,58984,2.07317161981497,638.53685890301,1323.79649408351
1962,19622,24,58993,2.12501059224443,1007.25502072386,2140.42758812959
1962,19622,24,58996,3.21712559290944,341.0153128484,1097.08909053861
1962,19622,24,58998,1.95121924592988,638.048693419071,1244.9728904397
1962,19623,25,58999,1.82286633627391,745.552331536029,1359.04224708755
1962,19623,25,59000,2.0858506272645,563.179669361414,1174.70866660012
1962,19623,25,59001,2.12991197487677,419.592659050724,893.695429082524
1962,19623,25,59002,2.12578360283636,461.295041815491,980.613435961085
1962,19623,25,260018,2.05612744965419,768.991666170668,1581.14487336883
1962,19624,26,59895,2.52828106775113,1125.08507514925,2844.53129510922
1962,19624,26,59896,2.57840354230483,469.269444699479,1209.96599850856
1962,19624,26,59897,2.38548592132095,524.80690269061,1251.91947778051
1962,19624,26,59898,2.74994657738922,780.984827978539,2147.66655469249
1962,19624,26,59900,2.56525577098808,569.486781159354,1460.87925187046
1962,19624,26,59901,3.63341389145133,541.378669826249,1967.05277948214
1962,19624,26,59902,2.45788846717025,405.551597083091,996.800593313004
1962,19624,26,59903,1.17663535253616,170.612126117744,200.748259161496
1962,19624,26,59904,2.63760371517992,543.346365327063,1433.13239181616
1962,19624,26,59905,2.88071396482943,475.317804196857,1369.25463628195
1962,19624,26,59906,2.62052097695112,440.247524127789,1153.67787202767
1962,19624,26,59907,2.69576804767069,442.105959817992,1191.81512016212
1962,19624,26,59908,2.06870311427311,819.206433252152,1694.6948997013
1962,19624,26,59909,3.14154464553003,1093.25753664445,3434.51736043072
1962,19624,26,59911,2.51917434016481,783.463219791257,1973.68043976104
1962,19624,26,59912,3.19131697974249,810.594512854593,2586.86403255896
1962,19624,26,59913,2.60604665939749,1091.93355028755,2845.6297810109
1962,19624,26,59915,2.91947397105681,1062.68852546468,3102.49148943487
1963,19631,27,59916,2.76756862967682,725.102980975326,2006.77226343246
1963,19631,27,59917,2.28589823960171,539.471984546004,1233.17805978815
1963,19631,27,59920,2.34571639551071,785.814992496087,1843.2991117362
1963,19631,27,59922,2.44820379127591,501.881777211561,1228.70886974164
1963,19631,27,59925,2.11755568090172,775.02537921003,1641.15939458921
1963,19631,27,59926,2.02456111764603,370.494684529223,750.089132592396
1963,19631,27,59933,2.28938580253319,757.786700638488,1734.86611379023
1963,19631,27,59938,2.36632617837778,811.649879183577,1920.62835678926
1963,19631,27,59941,1.90139069208503,743.443760605248,1413.57704650351
1963,19631,27,59943,2.34826460819691,746.748145406618,1753.56224109504
1963,19632,28,59948,2.70515166873974,884.584595677894,2392.93549513952
1963,19632,28,59950,1.97461847160387,387.025220434358,764.227149246242
1963,19632,28,59952,2.61352537971023,708.265377901472,1851.06954071556
1963,19632,28,59954,2.17381727850568,693.447711843314,1507.42861774523
1963,19632,28,59955,1.8935299095391,549.123673766339,1039.78210031256
1963,19633,29,59956,2.22342048794775,809.325057612979,1799.46991450619
1963,19633,29,59959,1.77133135131413,212.559762157695,376.5137707378
1963,19633,29,59960,2.11553534963229,243.286565207713,514.681328787537
1963,19633,29,59961,1.63105625965498,704.616304170951,1149.26883357299
1963,19633,29,59963,1.54363178646199,478.525853803217,738.66771857451
1963,19633,29,59964,1.58632059901738,456.860332517005,724.726956345653
1963,19634,30,59965,2.74286408474426,438.858253559082,1203.7285419808
1963,19634,30,59966,2.22289135024028,442.355378697815,983.307945039636
1963,19634,30,59967,3.18935410834913,398.669263543641,1271.49745355543
1963,19634,30,59970,2.89989297443555,316.088334213475,916.622339686693
1963,19634,30,59971,2.36531136258333,293.298608960333,693.742532403761
1963,19634,30,59973,3.04710453097199,390.029379964414,1188.46029090176
1963,19634,30,59974,3.36807268219979,764.552498859352,2575.06838551577
1963,19634,30,59975,2.34124523820765,323.091842872656,756.437238629342
1963,19634,30,59976,1.91743686898046,310.624772774834,595.603391737145
1963,19634,30,59977,2.00260178906869,568.738908095509,1138.95755486504
1963,19634,30,59978,2.1357888738104,463.466185616857,989.86592262783
1963,19634,30,59979,2.28656767593864,457.313535187727,1045.67834732948
1963,19634,30,59980,2.24708936136338,835.917242427179,1878.38074243833
1963,19634,30,59983,2.16691777491507,483.222663806061,1047.10377944316
1963,19634,30,59985,2.33992483374904,947.669557668362,2217.47553217617
1963,19634,30,59988,2.23943300075929,752.44948825512,1685.06021540295
1963,19634,30,59989,2.16042381247758,239.807043185012,518.084846496739
1963,19634,30,59992,2.08126424401989,449.553076708297,935.638744342109
1963,19634,30,59993,2.30944374703512,787.520317738976,1818.73387346539
1964,19641,31,59994,1.85537979893511,799.668693341033,1483.68913946579
1964,19641,31,59997,2.22358287490587,778.254006217056,1730.51228055113
1964,19641,31,60000,2.15941644566759,727.723342189978,1571.45775302122
1964,19641,31,60001,2.00763286188535,267.015170630752,536.068431180223
1964,19641,31,60004,1.71882349656033,469.23881456097,806.538699965511
1964,19641,31,60006,1.52703334560438,813.908773207134,1242.86583696725
1964,19641,31,60009,2.0922732425937,460.300113370614,963.073610768182
1964,19641,31,60010,1.29741721970899,271.160198919179,351.807911377458
1964,19641,31,60013,1.99091651514581,376.283221362557,749.14847978298
1964,19641,31,60014,1.72777835082282,357.650118620324,617.940132121411
1964,19641,31,60015,1.67861578105931,389.43886120576,653.718218177756
1964,19641,31,60016,1.64299212887376,368.030236867723,604.670782361215
1964,19641,31,60018,1.65320250793098,219.87593355482,363.499444786494
1964,19641,31,60019,2.06191883295943,383.516902930454,790.780724910577
1964,19641,31,60021,1.73789178148268,258.945875440919,450.019908777611
1964,19641,31,60022,1.74308160779699,589.161583435382,1026.95672010677
1964,19641,31,60024,1.60150019347255,381.157046046466,610.42308298684
1964,19641,31,60027,1.92082865440348,418.740646659958,804.329032867891
1964,19641,31,60028,1.81340132024116,382.627678570885,693.857537481252
1964,19641,31,60030,1.66092452399055,431.840376237542,717.254271342239
1964,19641,31,60032,2.21847448182675,796.432338975803,1766.86482051941
1964,19641,31,60035,2.34079589163877,730.328318191296,1709.54952676964
1964,19641,31,60036,1.90083784378542,587.358893729694,1116.47401308534
1964,19641,31,60037,1.90205445516521,338.565693019408,643.970384773661
1964,19642,32,60038,2.46701005356131,801.778267407427,1977.99504642109
1964,19642,32,60039,2.48135003854828,786.587962219805,1951.80007037573
1964,19642,32,60041,2.59272563643984,487.43241965069,1263.77853046025
1964,19642,32,60042,2.29048607468612,561.169088298099,1285.3499822911
1964,19642,32,60047,2.43163092393761,868.092239845728,2110.87993523914
1964,19642,32,60054,2.66984195043658,456.542973524655,1218.89758289318
1964,19642,32,60056,1.92750502447796,383.573499871114,739.33984825817
1964,19642,32,60060,1.94670836674156,868.231931566737,1690.19436545315
1964,19642,32,60061,1.03603415482755,227.927514062062,236.140689393234
1964,19642,32,60062,1.88029795044804,408.024655247225,767.207922993626
1964,19642,32,60063,2.24932497889901,800.759692488047,1801.16877840885
1964,19642,32,60064,2.4717294421563,768.70785651061,1900.03784135414
1964,19642,32,60066,2.47304252167053,435.255483814014,1076.40531926234
1964,19642,32,60068,1.94369232828434,464.542466459957,902.927628220505
1964,19643,33,60069,1.90760285898563,381.520571797126,727.789733522029
1964,19643,33,60071,1.93216728714361,569.989349707366,1101.31477552483
1964,19643,33,60072,2.21373744242549,606.564059224586,1342.77356913506
1964,19643,33,60074,2.03457009438169,415.052299253866,844.452995666276
1964,19643,33,60076,2.55281302500338,293.573497875389,749.438249172097
1964,19643,33,60077,2.13958929287157,410.801144231342,878.945729696768
1964,19643,33,60078,2.04255930173646,753.704382340754,1539.48589690964
1964,19644,34,60511,2.37638926195032,974.319597399631,2315.36262896824
1964,19644,34,60512,2.0300270704055,686.149149797059,1392.90134842375
1964,19644,34,60513,2.53005649658497,624.923954656487,1581.09291135021
1964,19644,34,60514,2.23547367941078,730.999893167324,1634.13102082764
1964,19644,34,60515,0.882156423323172,126.148368535214,111.282593595077
1964,19644,34,60516,2.20253785643766,997.74964896626,2197.58137309557
1964,19644,34,60517,3.155753875084,479.674589012768,1513.73494305637
1964,19644,34,60518,2.38680816585992,508.390139328162,1213.42973599112
1964,19644,34,60519,2.18556519658193,756.205558017347,1652.73654906453
1964,19644,34,60520,2.39482957422935,275.405401036375,659.548999304406
1964,19644,34,60521,2.2770255600887,906.256172915303,2063.56846971631
1964,19644,34,60523,2.73966528724095,282.185524585818,773.093886269644
1964,19644,34,60524,2.61146628292771,289.872757404976,756.992932302378
1964,19644,34,60525,2.73184908557942,841.409518358462,2298.60382332539
1964,19644,34,60526,3.22417844004858,354.659628405344,1143.48592746015
1964,19644,34,60527,3.04725639432215,362.623510924336,1105.00681239573
1964,19644,34,60528,2.3745764313297,569.898343519127,1353.26717477435
1964,19644,34,60529,2.79493739573558,394.086172798717,1101.44618149745
1964,19644,34,60531,2.35307942698611,750.632337208569,1766.29750991598
1964,19644,34,60532,2.54445453525799,720.08063347801,1832.21243360456
1964,19644,34,60533,2.68205292985911,547.138797691259,1467.45521538743
1964,19644,34,60534,2.41576320861814,495.231457766719,1196.36193542317
1964,19644,34,60535,2.32694597080793,805.123305899544,1873.4784326665
1964,19644,34,60536,2.2523558638762,815.352822723186,1836.46471138858
1965,19651,35,60538,2.26841188046887,703.20768294535,1595.16466243022
1965,19651,35,60539,2.2270981316353,899.747645180661,2003.82629952511
1965,19651,35,60540,2.18312520274128,829.587577041687,1811.09354732078
1965,19651,35,60542,2.31593426789374,546.560487222922,1265.79816183626
1965,19651,35,60543,2.2538163949359,459.778544566923,1036.25642178469
1965,19651,35,60545,2.10297512377629,475.272377973442,999.485987896154
1965,19651,35,60546,2.23296150402207,459.990069828546,1027.14011815957
1965,19651,35,60547,2.44241251913184,488.482503826368,1193.07578272239
1965,19651,35,60548,2.06426027476309,755.519260563291,1559.58839639918
1965,19651,35,60549,2.27408095981098,459.364353881817,1044.63173077851
1965,19651,35,60551,1.99874021638024,625.605687727016,1250.42324765621
1965,19651,35,60553,2.24852184898639,519.408547115855,1167.90146674028
1965,19651,35,60554,2.17544249018026,191.438939135863,416.464402471188
1965,19651,35,60556,2.06356137347339,363.186801731316,749.458255408082
1965,19651,35,60557,2.20902170450863,437.386297492709,966.195824416064
1965,19651,35,60559,2.2923831376664,839.012228385903,1923.33748464776
1965,19651,35,60564,2.22789739127559,521.327989558489,1161.46526793631
1965,19651,35,60569,2.56834538457461,870.669085370794,2236.17892690388
1965,19651,35,60573,2.53090803286528,923.781431995829,2338.00584685004
1965,19651,35,60575,2.24601768647111,950.065481377279,2133.86387447906
1965,19651,35,60577,2.6628543675641,705.656407404486,1879.06024645663
1965,19652,36,60582,3.06969936411485,632.358069007658,1941.1491623257
1965,19652,36,60583,2.83248323802719,473.02470075054,1339.83453604873
1965,19652,36,60584,2.30694410925522,945.847084794638,2182.01636052321
1965,19652,36,60587,2.80653753058373,667.955932278928,1874.64339271685
1965,19652,36,60588,2.67519997524083,559.116794825334,1495.74923567347
1965,19652,36,60589,2.84513725688862,691.368353423934,1967.03786056017
1965,19652,36,60591,2.88467763797698,703.861343666382,2030.41307831084
1965,19652,36,60592,2.71525523203841,735.83416788241,1997.97757425535
1965,19652,36,60593,2.78318668527937,584.469203908669,1626.68690627444
1965,19652,36,60595,2.81167828532479,697.296214760549,1960.57262548141
1965,19652,36,60597,2.90773102860958,779.271915667367,2265.91312891003
1965,19652,36,60600,2.76245446832464,712.713252827757,1968.83790990823
1965,19652,36,60601,3.26175912786241,606.687197782409,1978.86750512404
1965,19652,36,60602,2.06115118421098,840.949683158079,1733.32443530312
1965,19652,36,60603,2.99363592163856,667.580810525399,1998.49389498542
1965,19652,36,60605,1.891838965014,474.851580218515,898.34272205586
1965,19653,37,60606,2.58647874716314,788.876017884757,2040.41105440561
1965,19653,37,60607,2.67608621775713,452.258570800954,1210.28292818297
1965,19653,37,60608,2.3948488367262,445.441883631073,1066.765976843
1965,19653,37,60612,2.716672921881,904.652082986375,2457.64381757233
1965,19653,37,60613,2.78582168665495,454.088934924756,1265.01080258343
1965,19653,37,60614,2.63516861126261,582.372263089037,1534.6491077622
1965,19653,37,60615,2.18798386386192,177.226692972815,387.76914447013
1965,19653,37,60616,2.65475010916876,613.247275217985,1628.01827083239
1965,19653,37,60617,3.02607598508737,989.526847123568,2994.38342867985
1965,19653,37,60618,2.05752033994745,372.411181530489,766.243580822846
1965,19653,37,60619,2.61321823024388,854.522361289748,2233.05341267342
1965,19654,38,60895,3.58965851284184,588.703996106061,2113.24631116613
1965,19654,38,60896,2.78599363402213,147.657662603173,411.373308027026
1965,19654,38,60897,2.38488717769187,629.610214910654,1501.54932848424
1965,19654,38,60899,2.1830488918282,469.355511743062,1024.62602978415
1965,19654,38,60900,3.10797630389785,475.520374496371,1477.90605595535
1965,19654,38,60903,3.30127526503614,980.478753715733,3236.83025753521
1965,19654,38,60904,3.03601200832577,929.019674547685,2820.51488789767
1965,19654,38,60905,3.28585492174831,949.612072385262,3120.28750179873
1965,19654,38,60908,3.32832722435676,1038.43809399931,3456.26177906704
1965,19654,38,60909,2.65944715212584,906.87147887491,2411.77677183802
1965,19654,38,60910,3.53124162781233,865.15419881402,3055.06852132869
1965,19654,38,60911,3.02964599058279,969.486716986492,2937.2015450414
1965,19654,38,60914,3.10487941080102,869.366235024284,2699.2773235725
1965,19654,38,60916,3.0319110650117,876.222297788381,2656.62808007457
1966,19661,39,60919,2.93586522919415,874.887838299858,2568.55278390939
1966,19661,39,60920,2.31527626819079,472.316358710921,1093.54285640168
1966,19661,39,60921,2.87363792976807,551.73848251547,1585.49663066913
1966,19661,39,60922,2.35690765129164,704.715387736202,1660.94908933841
1966,19661,39,60923,2.50518304807797,806.668941481106,2020.85335760947
1966,19661,39,60924,2.55238190561983,694.247878328594,1771.98572266086
1966,19661,39,60925,2.65623797574236,820.77753450439,2180.18045678675
1966,19661,39,60926,2.47627992047173,406.109906957364,1005.64180810317
1966,19661,39,60927,2.41925599099437,749.969357208255,1814.36786048827
1966,19661,39,60930,2.64858212909453,839.600534922965,2223.75097237517
1966,19661,39,60931,2.65908599932865,534.476285865058,1421.21840871695
1966,19661,39,60934,2.36800939141663,492.545953414659,1166.35344339017
1966,19661,39,60937,2.24860385540658,395.754278551557,889.89459654468
1966,19661,39,60940,2.11691998233566,963.198591962725,2039.01434628346
1966,19661,39,60942,3.14090139013053,775.802643362241,2436.7196010034
1966,19661,39,60943,3.02002824041846,1035.86968646353,3128.35570651328
